Customer,Year,Date,QC_Number,Customer Complaint,DTC,Failure Analysis,Warranty Decision,Supplier,Mileage,Partnumber,Family
Honda,2020,2020-02-14 0:00:00,QC-2020-2635,"ECM malfunctioning,V0100","P1D4A, P052F, P1610",ASIC CJ327 failure due to EOS,Customer Failure,STM,12934KM,3074.928.615,BX 42.3.17
Kia,2019,2019-01-01 0:00:00,QC-2019-9881,"ENGINE MISSING, WARNING LIGHT GLOW","P31A2, U1123, U0428, P31A6, U1122",Track burnt due to EOS,Customer Failure,Hanon,12725KM,7016.423.895,SL 67.9.25
Honda,2020,2020-11-10 0:00:00,QC-2020-2620,MGU ASSEMBLY DEFECTIVE,"P0476, P0544, P0611, P3095",Track burnt due to EOS,Customer Failure,,12843KM,2784.913.650,NZ 21.8.44
Hyundai,2022,2022-02-23 0:00:00,QC-2022-5057,STEREO FAIL TO ON,"U0198, U0200, U0422, U0322, P1D4A",NTF,Production Failure,STM,9915KM,4521.673.841,ME 17.9.71
Kia,2021,2021-11-27 0:00:00,QC-2021-4785,Starting problem,"U0206, P3048",ASIC CJ327 failure due to EOS,According to Specification,Bosch,37833KM,7016.423.895,BX 42.3.17
TATA,2024,2024-12-01 0:00:00,QC-2024-2417,Engine stop,"P1610, P1386, P0651, P160A",Connector damage,According to Specification,Delphi,670KM,3074.928.615,QW 56.2.90
Honda,2020,2020-03-14 0:00:00,QC-2020-9498,ENGINE RPM DROP AT IDLE CONDITION,"P2243, U0100, P1604, P052F, P1D42",Sensor short due to moisture,According to Specification,Delphi,19835KM,6103.825.479,JR 19.6.84
Toyota,2020,2020-11-28 0:00:00,QC-2020-8750,POOR PICK UP ERROR P20FA P208A P20F4,"P3261, P1732, P3035, P3096, P1604",ASIC CJ327 failure due to EOS,According to Specification,Bosch,15214KM,3074.928.615,ME 17.9.71
M&M,2021,2021-05-17 0:00:00,QC-2021-7751,STARTING TROUBLE ERROR P0615-13 P0405-00,"P0301, P1D40",Sensor short due to moisture,According to Specification,Delphi,59029KM,7689.145.203,NZ 21.8.44
Toyota,2023,2023-08-06 0:00:00,QC-2023-9877,Q2:Wrong type connector assebmled,"P0301, P151B, P3093, P3099, P1602",Track burnt due to EOS,According to Specification,Delphi,46784KM,6103.825.479,DM 39.1.76
Toyota,2020,2020-07-16 0:00:00,QC-2020-7528,Engine stop,"P1D40, P0600, P3097, P1D3C, P3098",Sensor short due to moisture,Customer Failure,STM,62291KM,6103.825.479,NZ 21.8.44
Ashok Leyland,2021,2021-01-22 0:00:00,QC-2021-2896,Engine light on DTC code shown P0365,"P0606, P060F, U0163, P2243",NTF,According to Specification,Bosch,2047KM,2163.879.045,TR 15.7.82
Toyota,2019,2019-12-29 0:00:00,QC-2019-6363,SARTING PROBLEM,"P0607, U140A, P061C, P1686, P2247",Sensor short due to moisture,Production Failure,STM,37833KM,3074.928.615,DM 39.1.76
M&M,2021,2021-05-26 0:00:00,QC-2021-3494,STARTING ISSUE,"P0455, U103B, U100F, P060D, P0607",controller failure due to supplier production failure,Customer Failure,,574KM,2163.879.045,SL 67.9.25
Kia,2021,2021-10-01 0:00:00,QC-2021-6116,POOR PICKUP,"P1D41, P0223, P3097, P06B0",controller failure due to supplier production failure,According to Specification,,12934KM,3847.291.506,JR 19.6.84
Hyundai,2024,2024-06-06 0:00:00,QC-2024-5760,DEFEKT CODE: 448,"P06EA, P245E",Sensor short due to moisture,According to Specification,Delphi,62291KM,7016.423.895,PG 33.6.59
TATA,2024,2024-01-22 0:00:00,QC-2024-5117,ENGINE NOT STARTING,"P1610, P1602, U0447, U010C, U0206",Track burnt due to EOS,According to Specification,Bosch,54935KM,6508.317.492,TR 15.7.82
Ashok Leyland,2020,2020-07-05 0:00:00,QC-2020-3311,LOW PICKUP PROBLEM,"P1D3E, P2108",Track burnt due to EOS,According to Specification,Delphi,574KM,7834.156.920,AE 48.7.13
Kia,2024,2024-01-13 0:00:00,QC-2024-7805,ECU FOULTY,"U0100, P1D40, P0606, P3099",ASIC CJ327 failure due to EOS,According to Specification,Hanon,40337KM,1647.098.753,PG 33.6.59
Honda,2022,2022-07-07 0:00:00,QC-2022-2391,ECU FAULTY,"P0455, P3098",NTF,Production Failure,Hanon,37390KM,4521.673.841,KF 28.4.63
Hyundai,2024,2024-05-04 0:00:00,QC-2024-9920,ENGINE NOT STARTING,"U049D, P0562, U102F, U0447, U0106",Track burnt due to EOS,Customer Failure,Hanon,5397KM,7689.145.203,YC 72.4.61
Toyota,2023,2023-06-25 0:00:00,QC-2023-4801,VEHICLE NOT START,"U0038, P0686, U0128, P3041, U0130",controller failure due to supplier production failure,Production Failure,STM,37833KM,7016.423.895,WK 83.2.50
Honda,2021,2021-01-11 0:00:00,QC-2021-6347,POOR PICKUP,"P1297, P3263, P1D3D",controller failure due to supplier production failure,According to Specification,Delphi,9915KM,1293.847.562,ME 17.9.71
Ashok Leyland,2020,2020-07-29 0:00:00,QC-2020-5051,VEHICLE NOT START,"U0100, P3047",Sensor short due to moisture,Production Failure,Bosch,8457KM,6508.317.492,AE 48.7.13
Honda,2021,2021-08-27 0:00:00,QC-2021-2461,POOR PICKUP,"P0068, P311B",controller failure due to supplier production failure,Production Failure,STM,2047KM,2163.879.045,HV 14.5.38
Ashok Leyland,2021,2021-08-04 0:00:00,QC-2021-1016,VEHICLE NOT START,"P0455, U010C, P3049, P060F",NTF,According to Specification,STM,5397KM,8795.234.106,JR 19.6.84
Ashok Leyland,2023,2023-05-08 0:00:00,QC-2023-6719,VEHICLE NOT START,"U0100, P1939, U0029",Sensor short due to moisture,Customer Failure,STM,17315KM,7689.145.203,YC 72.4.61
Kia,2021,2021-01-23 0:00:00,QC-2021-3078,VEHICLE NOT START,"P3099, U0146, U1122",NTF,Customer Failure,Valeo,2047KM,8459.067.312,PG 33.6.59
Toyota,2021,2021-07-01 0:00:00,QC-2021-2600,VEHICLE NOT START,"U10F1, P3041, U1050",Sensor short due to moisture,Production Failure,STM,9915KM,1293.847.562,YC 72.4.61
Kia,2020,2020-11-17 0:00:00,QC-2020-6509,Engine does not start,"U0159, P3088",Connector damage,According to Specification,Delphi,12725KM,8795.234.106,ME 17.9.71
Ashok Leyland,2019,2019-10-23 0:00:00,QC-2019-5226,Engine does not start,"P0560, U0037",NTF,According to Specification,Hanon,12934KM,1647.098.753,TR 15.7.82
Kia,2021,2021-10-21 0:00:00,QC-2021-7645,Engine does not start,"P0301, U0106, U0442, P06F9",ASIC CJ327 failure due to EOS,According to Specification,Delphi,59029KM,2784.913.650,CF 26.8.47
Toyota,2024,2024-02-06 0:00:00,QC-2024-9938,POOR PICK UP,"P0301, P151B, P3097",ASIC CJ327 failure due to EOS,Customer Failure,Bosch,574KM,8459.067.312,HV 14.5.38
Honda,2023,2023-06-29 0:00:00,QC-2023-1584,STARTING PROBLEM,"P0617, P1D43, P0563, P3092",Connector damage,According to Specification,Delphi,90KM,4521.673.841,PG 33.6.59
TATA,2022,2022-04-15 0:00:00,QC-2022-5392,OBD LIGHT ON,"P0301, P1602, P1387",ASIC CJ327 failure due to EOS,According to Specification,Delphi,17315KM,5938.761.204,ME 17.9.71
Toyota,2019,2019-05-19 0:00:00,QC-2019-5774,MCU PROBLEM,"U140A, P061C, P060D, P1387",ASIC CJ327 failure due to EOS,Production Failure,Delphi,67219KM,5612.748.093,AE 48.7.13
Honda,2020,2020-05-22 0:00:00,QC-2020-8477,DRIVE MODE NOT ENTERING IN VEHCILE,"P1604, P3093",ASIC CJ327 failure due to EOS,Production Failure,Valeo,433KM,2163.879.045,AE 48.7.13
TATA,2023,2023-08-09 0:00:00,QC-2023-4065,DRIVE MODE NOT ENTERING IN VEHCILE,"P1603, P0605, P1D4A",ASIC CJ327 failure due to EOS,Production Failure,STM,46784KM,6103.825.479,WK 83.2.50
Toyota,2020,2020-10-28 0:00:00,QC-2020-4411,12 BEEP IN MCU,"U140A, P060A, P1640, P1610, P1D3D",Track burnt due to EOS,Production Failure,STM,46784KM,6103.825.479,QW 56.2.90
Ashok Leyland,2021,2021-10-23 0:00:00,QC-2021-7787,SUPPLY VOLTAGE CIRCUIT OPEN,"U0100, P1D3C, P060D",Track burnt due to EOS,According to Specification,Bosch,9915KM,3847.291.506,HV 14.5.38
Toyota,2021,2021-10-18 0:00:00,QC-2021-1466,SUPPLY VOLTAGE CIRCUIT OPEN,"P2247, P061C, P1D3C",controller failure due to supplier production failure,Production Failure,,62291KM,7016.423.895,JR 19.6.84
Kia,2022,2022-05-24 0:00:00,QC-2022-9307,MCU NOT WORKING,"P1D3F, P052F, U0301",Connector damage,Customer Failure,,12725KM,5938.761.204,JR 19.6.84
TATA,2021,2021-06-23 0:00:00,QC-2021-3906,VEHICLE NOT STARTING,"U0128, P1D41, U1040, U041E, U02A3",controller failure due to supplier production failure,According to Specification,Valeo,17315KM,7689.145.203,NZ 21.8.44
Hyundai,2019,2019-01-04 0:00:00,QC-2019-7623,MOSFET 6 BEEP SOUND,"P0607, P3325, P211F, P061C",NTF,Production Failure,,40337KM,2163.879.045,SL 67.9.25
Honda,2020,2020-02-22 0:00:00,QC-2020-9627,SMOKE FORM VCU SIDE IN VEHICLE,"P2243, U0115, P2610, P0697, P06D1",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,37833KM,9241.653.870,TR 15.7.82
Kia,2019,2019-01-07 0:00:00,QC-2019-2561,Engine cannot start,"P3093, U0447",NTF,Production Failure,Delphi,574KM,4521.673.841,QW 56.2.90
Hyundai,2024,2024-08-13 0:00:00,QC-2024-6456,ELECTRICAL SYSTEM,"P3092, P1D43, P061C, P3098",Connector damage,Customer Failure,Hanon,8457KM,8459.067.312,HV 14.5.38
Honda,2021,2021-02-14 0:00:00,QC-2021-7437,MGU ASSEMBLY DEFECTIVE,"P2048, P20BF, P049F",controller failure due to supplier production failure,According to Specification,Valeo,8457KM,7016.423.895,QW 56.2.90
Toyota,2020,2020-01-11 0:00:00,QC-2020-5026,ECU NOT WORKING,"P0301, P1658, U0424",NTF,Customer Failure,Hanon,46784KM,2163.879.045,TR 15.7.82
Kia,2022,2022-06-14 0:00:00,QC-2022-7275,ECU NOT WORKING,"P1602, P1604, P06F9",Connector damage,According to Specification,STM,90KM,7016.423.895,NZ 21.8.44
TATA,2021,2021-03-30 0:00:00,QC-2021-9350,VEHICLE GETTING OFF AFTER 862KM DRIVING,"U0166, P0641, U0200, U0199, U049D",NTF,Production Failure,Valeo,5397KM,7689.145.203,DM 39.1.76
M&M,2023,2023-01-28 0:00:00,QC-2023-5912,WARNING LIGHT GLOWING,"U0141, P11C3, P06CC, U0131",ASIC CJ327 failure due to EOS,Production Failure,,574KM,9241.653.870,CF 26.8.47
Kia,2022,2022-05-04 0:00:00,QC-2022-5377,"A.	WHEN IGN ON-MIL ON. VEHICLE","U049D, U0428, U100F",controller failure due to supplier production failure,According to Specification,STM,90KM,2784.913.650,ME 17.9.71
Ashok Leyland,2019,2019-04-27 0:00:00,QC-2019-7749,STARTING TROUBLE,"U0419, U0132, U0128",Track burnt due to EOS,According to Specification,STM,2047KM,2784.913.650,WK 83.2.50
Toyota,2021,2021-02-26 0:00:00,QC-2021-2756,STARTING PROBLEM  P243F-F0,"U10E5, U1006, U0121, U019C",Track burnt due to EOS,Production Failure,Hanon,574KM,7689.145.203,CF 26.8.47
Honda,2021,2021-01-11 0:00:00,QC-2021-6015,STARTING PROBLEM P010C-00 P0102-00 P00C6,"P0AA7, U101D",ASIC CJ327 failure due to EOS,Production Failure,Delphi,40337KM,7689.145.203,QW 56.2.90
Honda,2024,2024-08-08 0:00:00,QC-2024-6285,MIL LIGHT GLOWING P0270,"U0100, P12BF",Track burnt due to EOS,Production Failure,Delphi,40337KM,7834.156.920,WK 83.2.50
Honda,2021,2021-04-22 0:00:00,QC-2021-7491,FSM MELTS IN VEHICLE,"U0100, P1D49, P0641, U140A, P06B0",Sensor short due to moisture,According to Specification,Hanon,86471KM,3271.584.960,TR 15.7.82
Toyota,2019,2019-10-08 0:00:00,QC-2019-3774,Z-CONNECT APP NOT SYNCING.,"U0100, P0606, P1387",ASIC CJ327 failure due to EOS,Customer Failure,Bosch,40337KM,5612.748.093,ME 17.9.71
Honda,2020,2020-12-21 0:00:00,QC-2020-1759,VEHICLE IT NOT START,"P3096, U1050, P3093, U040E",Connector damage,Customer Failure,Delphi,15214KM,2784.913.650,WK 83.2.50
M&M,2022,2022-06-13 0:00:00,QC-2022-8462,CUSTOMER COMPLAINT OF STARTING PROBLEM,"P0301, P1D3E, P0AA6, U140A, U0421",ASIC CJ327 failure due to EOS,Customer Failure,Bosch,54935KM,6508.317.492,ME 17.9.71
M&M,2021,2021-01-12 0:00:00,QC-2021-7815,STARTING PROBLEM,"P060F, P3049",ASIC CJ327 failure due to EOS,According to Specification,STM,62291KM,6508.317.492,BX 42.3.17
TATA,2024,2024-10-26 0:00:00,QC-2024-5247,POOR PICK UP,"P211C, P1733, P2123, P212B",Connector damage,Customer Failure,STM,32893KM,3271.584.960,YC 72.4.61
M&M,2020,2020-09-08 0:00:00,QC-2020-5738,VEHICLE NOT STARTING IN LPG,"U0100, P3095, U1122, P0563, P1387",controller failure due to supplier production failure,Production Failure,Delphi,8457KM,6103.825.479,QW 56.2.90
TATA,2023,2023-03-24 0:00:00,QC-2023-8043,ENGINE STOP IN RUNNING CONDITION,"U0301, P0697, P0605, P3099",Connector damage,According to Specification,Bosch,54935KM,1647.098.753,BX 42.3.17
Ashok Leyland,2024,2024-02-22 0:00:00,QC-2024-4514,SCREW MISSING IN ECU,"P047F, P068B, P2BAB, P2213, P0605",Track burnt due to EOS,According to Specification,Hanon,18324KM,4382.510.967,JR 19.6.84
Kia,2021,2021-06-14 0:00:00,QC-2021-8360,DTC:- P0403,"U019C, P3099, P0607",NTF,According to Specification,Valeo,12843KM,3847.291.506,SL 67.9.25
Ashok Leyland,2019,2019-01-27 0:00:00,QC-2019-8903,STARTING ISSUE,"P068B, U010D",controller failure due to supplier production failure,According to Specification,Bosch,12725KM,3271.584.960,AE 48.7.13
M&M,2023,2023-11-01 0:00:00,QC-2023-5809,ECU DEFECTIVE,"P1033, P2BA8, P2453",Sensor short due to moisture,According to Specification,,17315KM,8459.067.312,NZ 21.8.44
Toyota,2021,2021-06-24 0:00:00,QC-2021-7498,ECU DEFECTIVE,"P2002, U140E",NTF,Customer Failure,Valeo,17315KM,2784.913.650,AE 48.7.13
TATA,2019,2019-06-29 0:00:00,QC-2019-2224,POOR PICK UP ISSUE ERROR P203F-00,"P0301, P061C, U140A, P20FF",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,2047KM,4521.673.841,WK 83.2.50
Honda,2024,2024-03-13 0:00:00,QC-2024-3693,LOW PICK UP ERROR P0421 P226B P0646 P064,"P1686, P210D, P3244, P2103, P1D3D",Track burnt due to EOS,According to Specification,Bosch,59029KM,3271.584.960,JR 19.6.84
M&M,2021,2021-10-13 0:00:00,QC-2021-7563,POOR PICKUP ERROR P0500-64,"P2173, P2705",Track burnt due to EOS,Production Failure,Bosch,12934KM,3847.291.506,JR 19.6.84
Toyota,2021,2021-12-18 0:00:00,QC-2021-5566,ACCELERATOR NOT PICK-UP,"P2107, P1565, P3244, P068B, P0605",Track burnt due to EOS,Customer Failure,Valeo,5743KM,3847.291.506,QW 56.2.90
Honda,2023,2023-08-07 0:00:00,QC-2023-1791,STARTING PROBLEM ERROR P203F 00 P2BAD 00,"P3053, U10E5, P1D3F, P3046, P3098",NTF,According to Specification,Bosch,2764KM,4382.510.967,CF 26.8.47
M&M,2020,2020-02-13 0:00:00,QC-2020-4409,STARING PROBLEM ANDSILENCER NOISY,"P0641, P1610",Sensor short due to moisture,Customer Failure,Hanon,15214KM,1293.847.562,JR 19.6.84
M&M,2020,2020-01-08 0:00:00,QC-2020-8048,STARTING PROBLEM,"P0600, P1D40, P1674, P1939, U0469",Track burnt due to EOS,According to Specification,STM,670KM,5938.761.204,PG 33.6.59
Toyota,2020,2020-09-18 0:00:00,QC-2020-8911,STARTING PROBLEM,"P0455, U0100",controller failure due to supplier production failure,According to Specification,Valeo,2764KM,8795.234.106,QW 56.2.90
Ashok Leyland,2023,2023-12-07 0:00:00,QC-2023-9851,STARTING ISSUE,"P3046, P3093",controller failure due to supplier production failure,According to Specification,Hanon,8457KM,4521.673.841,YC 72.4.61
M&M,2023,2023-07-19 0:00:00,QC-2023-9964,VEHICLE VIBRATION HIGH AND RPM NOT WORK,"P1388, P06A3, P160A, P20FF",Track burnt due to EOS,Production Failure,STM,5397KM,8795.234.106,KF 28.4.63
Toyota,2020,2020-05-26 0:00:00,QC-2020-5634,MISS FIRING AND POOR PICK UP AT COLD CON,"P3035, P1735, P3078",ASIC CJ327 failure due to EOS,Production Failure,Valeo,12725KM,1647.098.753,PG 33.6.59
Honda,2019,2019-08-07 0:00:00,QC-2019-4262,POOR PICKUP AND REGENERATION,"U10C2, P1568",ASIC CJ327 failure due to EOS,According to Specification,Hanon,2047KM,9241.653.870,DM 39.1.76
Ashok Leyland,2023,2023-12-21 0:00:00,QC-2023-3030,STARTING PROBLEM,"P0301, U0100, U0038",ASIC CJ327 failure due to EOS,According to Specification,Delphi,86471KM,9067.342.185,HV 14.5.38
Kia,2019,2019-07-14 0:00:00,QC-2019-3653,POOR PICK UP ISSUE,"P0560, P1732, P3096, P1604, P3263",Track burnt due to EOS,According to Specification,Bosch,90KM,7689.145.203,PG 33.6.59
Hyundai,2020,2020-02-02 0:00:00,QC-2020-6729,REPORTED COMPLAINT ERROR P203F P2BAD,"P1D41, P2610, P1D3B",Sensor short due to moisture,Production Failure,STM,86471KM,8795.234.106,NZ 21.8.44
TATA,2021,2021-11-13 0:00:00,QC-2021-4627,STARTING PROBLEM CHECK,"P0455, U0307, U10C2",ASIC CJ327 failure due to EOS,Production Failure,,26439KM,7016.423.895,DM 39.1.76
Kia,2023,2023-02-05 0:00:00,QC-2023-4930,STARTING PROBLEM ERROR P24A4 P24A4,"P0455, P220F",Connector damage,Production Failure,Bosch,59029KM,7834.156.920,HV 14.5.38
Kia,2023,2023-05-19 0:00:00,QC-2023-8425,POOR PICK-UP AND ACCLERATOR NOT WORKING,"P2122, P2705, P211F, P1564, U140A",controller failure due to supplier production failure,According to Specification,Bosch,11770KM,8459.067.312,AE 48.7.13
Kia,2021,2021-12-22 0:00:00,QC-2021-3468,STARTING PROBLEM.,"P0AA7, P0685, U040D, P1D42",ASIC CJ327 failure due to EOS,Production Failure,STM,151KM,8795.234.106,DM 39.1.76
Ashok Leyland,2019,2019-10-13 0:00:00,QC-2019-1170,STARTING PROBLEM.,"P0455, P3094",NTF,According to Specification,Valeo,11770KM,8459.067.312,BX 42.3.17
TATA,2021,2021-04-20 0:00:00,QC-2021-9690,VEHICLE STARTING ,"P06A3, P0605, P1640, P2247",ASIC CJ327 failure due to EOS,Customer Failure,,27952KM,2784.913.650,KF 28.4.63
Hyundai,2022,2022-01-11 0:00:00,QC-2022-6425,YSD with ISS EPI controller,"P3096, P1D3E, P0560, P3325, U140A",Connector damage,According to Specification,STM,90KM,7689.145.203,SL 67.9.25
M&M,2023,2023-08-23 0:00:00,QC-2023-3024,YSD with ISS EPI controller,"P0301, P3094, P1D42, P060A, P1D43",Sensor short due to moisture,Production Failure,Valeo,433KM,8795.234.106,CF 26.8.47
M&M,2020,2020-10-19 0:00:00,QC-2020-1696,,"P1640, P1D41, P2243, P060D, P1386",Connector damage,Customer Failure,Hanon,2764KM,3271.584.960,BX 42.3.17
M&M,2019,2019-03-02 0:00:00,QC-2019-6577,YSD with ISS EPI controller,"P1388, P3097, P1D40, P06B0",controller failure due to supplier production failure,Customer Failure,Valeo,32893KM,9067.342.185,DM 39.1.76
Honda,2020,2020-04-28 0:00:00,QC-2020-8017,Engine Indicator Light Up,"P0605, P052F, P0600, P06D2",Sensor short due to moisture,According to Specification,Hanon,5397KM,3074.928.615,YC 72.4.61
Kia,2023,2023-06-14 0:00:00,QC-2023-7789,Engine Indicator Light Up,"P3325, P1D44",controller failure due to supplier production failure,Customer Failure,Valeo,670KM,4521.673.841,JR 19.6.84
Ashok Leyland,2019,2019-10-12 0:00:00,QC-2019-5220,MIL LIGHT ON,"P1610, U0323, P1D41, U010C",Sensor short due to moisture,According to Specification,Hanon,67219KM,7016.423.895,DM 39.1.76
TATA,2022,2022-12-15 0:00:00,QC-2022-1543,DTC ERROR P0692,"P0607, P060F, P1D3F, P0692, P1387",Track burnt due to EOS,Production Failure,Hanon,10120KM,3847.291.506,AE 48.7.13
Honda,2021,2021-01-15 0:00:00,QC-2021-7671,can not connect,"P0301, U0202, P3041, P0611, U101D",Sensor short due to moisture,Customer Failure,Delphi,54935KM,7834.156.920,HV 14.5.38
TATA,2024,2024-09-03 0:00:00,QC-2024-1159,Engine cranck but not start,"U0166, U10E5",Track burnt due to EOS,According to Specification,Delphi,5397KM,5612.748.093,YC 72.4.61
TATA,2021,2021-11-15 0:00:00,QC-2021-7464,EDGE DEVICE RETURNED DUE TO CODE 8154,"P061C, P3325, P3092, P1388",Connector damage,Production Failure,STM,8457KM,7016.423.895,DM 39.1.76
TATA,2024,2024-10-11 0:00:00,QC-2024-4347,DEFEKT CODE 448,"P205C, P141F, P220E, P2BA7, P2201",Connector damage,Production Failure,Hanon,16528KM,9241.653.870,WK 83.2.50
M&M,2019,2019-07-17 0:00:00,QC-2019-1588,Front wiper does not work ##,"P0600, P1D3B",Track burnt due to EOS,According to Specification,Delphi,574KM,2163.879.045,SL 67.9.25
Honda,2020,2020-03-12 0:00:00,QC-2020-8090,Front wiper does not work ##,"U0100, P0301, P3092, P0697",Track burnt due to EOS,Customer Failure,Bosch,17315KM,5938.761.204,YC 72.4.61
M&M,2020,2020-02-02 0:00:00,QC-2020-3455,Rain sensor communication failure,"U0100, U10C2, U0452, U100F",Track burnt due to EOS,According to Specification,Delphi,90KM,4521.673.841,PG 33.6.59
Honda,2019,2019-08-18 0:00:00,QC-2019-6666,Front wiper does not work ##,"P0455, P06B0, P0560",Sensor short due to moisture,Customer Failure,Delphi,8457KM,7016.423.895,WK 83.2.50
Ashok Leyland,2022,2022-01-10 0:00:00,QC-2022-6276,Turn lamp open-circuit failure,"P0455, U0100",NTF,Customer Failure,Valeo,37833KM,1647.098.753,DM 39.1.76
Honda,2023,2023-10-07 0:00:00,QC-2023-4932,Warning lamp ON,"P060D, P3092",Track burnt due to EOS,Customer Failure,Valeo,32893KM,9241.653.870,JR 19.6.84
M&M,2021,2021-08-24 0:00:00,QC-2021-6269,Headlight cannot be ON,"U0100, U0199",NTF,Production Failure,STM,9065KM,3847.291.506,KF 28.4.63
TATA,2024,2024-02-05 0:00:00,QC-2024-8010,Front wiper does not work ##,"P1603, P0641",Sensor short due to moisture,Production Failure,STM,670KM,4382.510.967,PG 33.6.59
Toyota,2019,2019-07-03 0:00:00,QC-2019-8945,H/L cannot be OFF. Hazard not work.,"U0112, P3094, P1D3C, U0421, P1604",NTF,Production Failure,Hanon,8457KM,7016.423.895,DM 39.1.76
M&M,2024,2024-09-20 0:00:00,QC-2024-4567,Front wiper malfunction,"U0100, P1640",Connector damage,According to Specification,Bosch,5743KM,1647.098.753,CF 26.8.47
M&M,2024,2024-03-12 0:00:00,QC-2024-5364,Right headlight always ON,"P0301, P060A, U0442",Track burnt due to EOS,Production Failure,STM,40337KM,9067.342.185,YC 72.4.61
Ashok Leyland,2023,2023-09-17 0:00:00,QC-2023-2358,DEF error showing,"P0301, P21CC, P06EA, P203D, P0549",Track burnt due to EOS,Customer Failure,,27952KM,7016.423.895,SL 67.9.25
M&M,2022,2022-10-19 0:00:00,QC-2022-2389,DEF error showing,"P163E, P06B0, P1682, P1037, P068B",NTF,According to Specification,Bosch,40337KM,7689.145.203,QW 56.2.90
