Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
TATA,2025,2025-11-10,QC-2025-018970,ABS warning light ON,B1031,14.11,Connector damage,Production Failure,Bosch,49257
TATA,2021,2021-04-04,QC-2021-018971,Engine jerking during acceleration,"P0616, P0560, U0100, U0101",17.65,Track burnt due to EOS,Customer Failure,Valeo,51825
Kia,2024,2024-10-04,QC-2024-018972,High fuel consumption,P0456,13.63,NTF,According to Specification,Delphi,51710
Toyota,2025,2025-03-06,QC-2025-018973,OBD Light ON,,12.65,NTF,According to Specification,Bosch,40799
TATA,2024,2024-02-12,QC-2024-018974,Multiple warning lights ON,P0606,15.67,ASIC CJ327 failure due to EOS,Production Failure,STM,26374
Honda,2024,2024-01-03,QC-2024-018975,High fuel consumption,,12.76,NTF,According to Specification,Valeo,24411
Hyundai,2023,2023-12-01,QC-2023-018976,Multiple warning lights ON,U0114,10.2,controller failure due to supplier production failure,Production Failure,Delphi,7241
Kia,2022,2022-01-17,QC-2022-018977,Rough idling,,13.21,NTF,According to Specification,Bosch,24311
M&M,2024,2024-05-01,QC-2024-018978,Transmission jerking,"U0101, P0355, P0617, U0100",18.52,Track burnt due to EOS,Customer Failure,Hanon,22041
Toyota,2023,2023-08-21,QC-2023-018979,Battery warning light ON,"P0355, P0353, U0001, U0073",17.05,Track burnt due to EOS,Customer Failure,Valeo,201084
Toyota,2023,2023-06-10,QC-2023-018980,Engine stalling,,12.95,NTF,According to Specification,Bosch,113047
Ashok Leyland,2021,2021-09-27,QC-2021-018981,Low pickup,P0325,12.49,NTF,According to Specification,Hanon,75240
Ashok Leyland,2024,2024-03-25,QC-2024-018982,Engine overheating,"P0196, P0113",13.34,Sensor short due to moisture,Customer Failure,Valeo,77730
TATA,2022,2022-06-01,QC-2022-018983,Engine overheating,"P0481, P1682",17.84,Track burnt due to EOS,Customer Failure,STM,67984
Ashok Leyland,2024,2024-03-02,QC-2024-018984,High fuel consumption,"P0606, P0602",15.01,ASIC CJ327 failure due to EOS,Customer Failure,STM,46145
Toyota,2023,2023-12-03,QC-2023-018985,Engine jerking during acceleration,"P0303, P0355, P0351, P0352",18.36,Track burnt due to EOS,Customer Failure,Delphi,61515
Kia,2025,2025-02-04,QC-2025-018986,Engine stalling,,13.22,NTF,According to Specification,Valeo,22963
Kia,2021,2021-10-14,QC-2021-018987,Multiple warning lights ON,"P0607, P0605",15.72,ASIC CJ327 failure due to EOS,Customer Failure,STM,27317
M&M,2024,2024-05-27,QC-2024-018988,OBD Light ON,,13.05,NTF,According to Specification,Valeo,102420
TATA,2025,2025-08-26,QC-2025-018989,OBD Light ON,P0342,13.4,NTF,According to Specification,Bosch,13510
Ashok Leyland,2021,2021-12-30,QC-2021-018990,Brake warning light ON,C0550,12.37,Connector damage,Production Failure,Valeo,230000
Hyundai,2024,2024-01-11,QC-2024-018991,OBD Light ON,,12.7,NTF,According to Specification,Valeo,42135
M&M,2021,2021-10-25,QC-2021-018992,Multiple warning lights ON,"P0610, P0500",15.4,ASIC CJ327 failure due to EOS,Production Failure,Delphi,30712
Ashok Leyland,2024,2024-11-21,QC-2024-018993,ABS warning light ON,C0036,13.57,Connector damage,Customer Failure,Valeo,69301
TATA,2023,2023-08-28,QC-2023-018994,Rough idling,"P0038, U0100",12.48,Sensor short due to moisture,Customer Failure,Delphi,64182
Hyundai,2021,2021-06-30,QC-2021-018995,Multiple warning lights ON,"P0302, P0694, P0356",16.56,Track burnt due to EOS,Customer Failure,Valeo,71089
Hyundai,2019,2019-01-15,QC-2019-018996,High fuel consumption,,12.53,NTF,According to Specification,Valeo,18078
Ashok Leyland,2024,2024-07-29,QC-2024-018997,Multiple warning lights ON,"B3055, C0550, P0572",12.88,Connector damage,Production Failure,Valeo,73294
TATA,2021,2021-09-03,QC-2021-018998,Multiple warning lights ON,B1031,13.13,Connector damage,Production Failure,Valeo,104809
Toyota,2024,2024-05-05,QC-2024-018999,Engine jerking during acceleration,"P0302, P0352",17.53,Track burnt due to EOS,Customer Failure,Delphi,101542
Kia,2025,2025-06-25,QC-2025-019000,Engine jerking during acceleration,"P0352, P0563, P0617, P0562",18.28,Track burnt due to EOS,Customer Failure,STM,220000
Kia,2023,2023-07-19,QC-2023-019001,Rough idling,,12.65,NTF,According to Specification,Valeo,49457
M&M,2019,2019-02-20,QC-2019-019002,ABS warning light ON,C0045,13.44,Connector damage,Production Failure,Hanon,30443
TATA,2024,2024-04-21,QC-2024-019003,Low pickup,P0171,13.27,NTF,According to Specification,Delphi,17928
Kia,2019,2019-01-17,QC-2019-019004,Engine jerking during acceleration,"P0303, P0562, P0305, P0352, U0001",17.74,Track burnt due to EOS,Customer Failure,STM,26255
TATA,2023,2023-10-06,QC-2023-019005,Vehicle not starting,"P0480, P0694",18.87,Track burnt due to EOS,Production Failure,STM,62345
Hyundai,2021,2021-12-21,QC-2021-019006,Vehicle not starting,"P1682, P0563, U0100, P0617, P0615, P0562",17.28,Track burnt due to EOS,Customer Failure,Delphi,49006
Ashok Leyland,2025,2025-01-13,QC-2025-019007,Low pickup,"P0608, U0100",16.08,ASIC CJ327 failure due to EOS,Customer Failure,STM,75437
Kia,2023,2023-03-24,QC-2023-019008,Low pickup,P0607,15.58,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,161617
Ashok Leyland,2025,2025-01-19,QC-2025-019009,Rough idling,,13.39,NTF,According to Specification,Valeo,66114
Toyota,2024,2024-08-02,QC-2024-019010,Vehicle not starting,"P1682, P0562, P0303, P0563, P0340",18.09,Track burnt due to EOS,Customer Failure,STM,220000
Toyota,2024,2024-12-07,QC-2024-019011,ABS warning light ON,C0036,14.08,Connector damage,Production Failure,Delphi,92254
Hyundai,2024,2024-11-21,QC-2024-019012,OBD Light ON,,12.76,NTF,According to Specification,STM,26206
M&M,2022,2022-07-25,QC-2022-019013,Multiple warning lights ON,"U0100, U0184",10.0,controller failure due to supplier production failure,Production Failure,STM,43019
Kia,2025,2025-09-19,QC-2025-019014,Engine overheating,,13.34,NTF,According to Specification,Hanon,30176
Hyundai,2023,2023-01-16,QC-2023-019015,ABS warning light ON,C0031,13.24,Connector damage,Production Failure,Valeo,119829
Hyundai,2024,2024-03-08,QC-2024-019016,Engine jerking during acceleration,P0610,15.92,ASIC CJ327 failure due to EOS,Production Failure,STM,109206
Toyota,2023,2023-04-28,QC-2023-019017,Engine overheating,"P0563, P0355, P0351, P0300, P0354",17.84,Track burnt due to EOS,Customer Failure,STM,74820
TATA,2020,2020-10-23,QC-2020-019018,ABS warning light ON,C0051,12.3,Connector damage,Production Failure,Valeo,29540
Hyundai,2021,2021-04-14,QC-2021-019019,ABS warning light ON,C0051,12.19,Connector damage,Production Failure,Valeo,72951
M&M,2024,2024-11-27,QC-2024-019020,OBD Light ON,,13.42,NTF,According to Specification,Bosch,13025
Honda,2025,2025-11-17,QC-2025-019021,OBD Light ON,P0456,12.61,NTF,According to Specification,STM,30718
Toyota,2023,2023-06-26,QC-2023-019022,OBD Light ON,,13.17,NTF,According to Specification,Valeo,12443
Kia,2023,2023-12-18,QC-2023-019023,Multiple warning lights ON,U0164,10.96,controller failure due to supplier production failure,Production Failure,Delphi,17421
Honda,2024,2024-09-28,QC-2024-019024,Engine overheating,"P0135, P0097",12.52,Sensor short due to moisture,Customer Failure,Delphi,18704
Honda,2023,2023-08-06,QC-2023-019025,Battery warning light ON,P0562,15.88,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,50603
Toyota,2023,2023-05-22,QC-2023-019026,Engine overheating,"P0480, P0352, P0617, P0481, P0616",19.84,Track burnt due to EOS,Customer Failure,Delphi,130929
Honda,2025,2025-01-24,QC-2025-019027,Low pickup,,13.15,NTF,According to Specification,Valeo,42018
TATA,2025,2025-10-19,QC-2025-019028,Multiple warning lights ON,"P0607, P0605",15.55,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,25769
Hyundai,2020,2020-09-09,QC-2020-019029,Multiple warning lights ON,"U0422, P0420",10.75,controller failure due to supplier production failure,Production Failure,STM,25331
Kia,2022,2022-09-14,QC-2022-019030,ABS warning light ON,B1045,12.64,Connector damage,Customer Failure,Bosch,53361
M&M,2021,2021-01-31,QC-2021-019031,Vehicle not starting,U0402,11.03,controller failure due to supplier production failure,Production Failure,Bosch,16165
TATA,2022,2022-09-18,QC-2022-019032,ABS warning light ON,C0031,12.98,Connector damage,Production Failure,STM,6668
Toyota,2025,2025-07-20,QC-2025-019033,Engine overheating,"P0693, P0355",18.0,Track burnt due to EOS,Customer Failure,Valeo,168146
Honda,2022,2022-10-27,QC-2022-019034,Rough idling,P0131,12.65,Sensor short due to moisture,Customer Failure,Bosch,51275
Ashok Leyland,2023,2023-08-05,QC-2023-019035,Rough idling,P0113,12.08,Sensor short due to moisture,Customer Failure,Delphi,96286
Toyota,2024,2024-08-17,QC-2024-019036,Battery warning light ON,"P0562, P0482, P0302, P0563, P0340",18.48,Track burnt due to EOS,Customer Failure,Hanon,52560
Kia,2024,2024-02-02,QC-2024-019037,OBD Light ON,,13.91,NTF,According to Specification,Bosch,18543
TATA,2020,2020-01-30,QC-2020-019038,Brake warning light ON,"C0460, B1045",13.51,Connector damage,Production Failure,Bosch,57442
Kia,2020,2020-06-19,QC-2020-019039,Engine stalling,,12.63,NTF,According to Specification,Delphi,34607
TATA,2021,2021-09-10,QC-2021-019040,Engine jerking during acceleration,"P0604, P0601",16.25,ASIC CJ327 failure due to EOS,Customer Failure,STM,29676
M&M,2023,2023-05-29,QC-2023-019041,High fuel consumption,P0069,11.56,Sensor short due to moisture,Customer Failure,Delphi,25877
Honda,2023,2023-04-22,QC-2023-019042,Engine overheating,"P0694, P0560, U0100, U0101, P0340",16.08,Track burnt due to EOS,Customer Failure,Valeo,53853
Hyundai,2024,2024-11-14,QC-2024-019043,High fuel consumption,P0101,12.58,Sensor short due to moisture,Customer Failure,Hanon,47196
Hyundai,2024,2024-01-14,QC-2024-019044,Vehicle not starting,"P0304, P0620, U0101, P0691, U0100",17.46,Track burnt due to EOS,Customer Failure,Hanon,74032
Toyota,2025,2025-03-04,QC-2025-019045,Battery warning light ON,"P0560, P1682, P0482",18.39,Track burnt due to EOS,Customer Failure,Bosch,132359
Hyundai,2021,2021-04-19,QC-2021-019046,Starting Problem,P0340,12.78,NTF,According to Specification,Delphi,44145
TATA,2024,2024-09-15,QC-2024-019047,Brake warning light ON,C0031,14.31,Connector damage,Production Failure,Delphi,95644
Ashok Leyland,2025,2025-08-25,QC-2025-019048,Rough idling,P0118,12.08,Sensor short due to moisture,Customer Failure,Delphi,20934
Hyundai,2023,2023-02-11,QC-2023-019049,Rough idling,"P0606, P0602",14.7,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,32189
Honda,2021,2021-02-05,QC-2021-019050,Rough idling,"P0306, U0155, P0301",17.12,Track burnt due to EOS,Customer Failure,Valeo,188783
Honda,2023,2023-05-12,QC-2023-019051,Vehicle not starting,"U0114, U0037",9.96,controller failure due to supplier production failure,Production Failure,Delphi,23098
Hyundai,2024,2024-10-14,QC-2024-019052,Engine overheating,,12.78,NTF,According to Specification,Delphi,9348
Toyota,2024,2024-08-13,QC-2024-019053,OBD Light ON,P0098,13.61,Sensor short due to moisture,Customer Failure,Valeo,76212
Hyundai,2023,2023-03-09,QC-2023-019054,Brake warning light ON,B1045,13.47,Connector damage,Production Failure,Bosch,56896
TATA,2024,2024-05-02,QC-2024-019055,Engine overheating,"P0694, P0620, P0306",18.71,Track burnt due to EOS,Customer Failure,Delphi,92041
Toyota,2020,2020-09-12,QC-2020-019056,Battery warning light ON,"P0563, P0562",15.01,ASIC CJ327 failure due to EOS,Production Failure,STM,17849
Ashok Leyland,2025,2025-02-19,QC-2025-019057,Multiple warning lights ON,U0103,11.26,controller failure due to supplier production failure,Production Failure,STM,14597
Toyota,2022,2022-11-07,QC-2022-019058,Engine jerking during acceleration,"P0351, P0353, P0356",17.68,Track burnt due to EOS,Customer Failure,Bosch,25560
Hyundai,2022,2022-02-08,QC-2022-019059,Battery warning light ON,"P0560, U0100",18.56,Track burnt due to EOS,Customer Failure,STM,153363
Ashok Leyland,2021,2021-01-08,QC-2021-019060,Multiple warning lights ON,U0002,10.67,controller failure due to supplier production failure,Production Failure,Bosch,2950
M&M,2024,2024-12-03,QC-2024-019061,Low pickup,,12.71,NTF,According to Specification,Valeo,86186
M&M,2024,2024-09-09,QC-2024-019062,Engine jerking during acceleration,P0607,14.2,ASIC CJ327 failure due to EOS,Production Failure,STM,59324
Hyundai,2022,2022-10-08,QC-2022-019063,High fuel consumption,"P0604, P0601",15.59,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,62563
Honda,2019,2019-07-15,QC-2019-019064,Transmission jerking,"U0101, P0692, U0100",18.8,Track burnt due to EOS,Customer Failure,STM,57347
TATA,2024,2024-12-24,QC-2024-019065,OBD Light ON,,13.58,NTF,According to Specification,Bosch,28988
M&M,2023,2023-07-05,QC-2023-019066,ABS warning light ON,C0045,12.97,Connector damage,Production Failure,STM,77418
Hyundai,2022,2022-03-20,QC-2022-019067,Starting Problem,U0131,10.09,controller failure due to supplier production failure,Production Failure,Bosch,55659
Hyundai,2024,2024-08-16,QC-2024-019068,Brake warning light ON,C0265,12.47,Connector damage,Customer Failure,Delphi,43287
TATA,2025,2025-09-24,QC-2025-019069,Low pickup,,12.76,NTF,According to Specification,Delphi,32136
Kia,2021,2021-10-29,QC-2021-019070,Vehicle not starting,"P0615, P0355, P0616, U0155, P0694, P0617, P0171",16.32,Track burnt due to EOS,Customer Failure,Delphi,28434
Honda,2023,2023-01-18,QC-2023-019071,Starting Problem,"P0354, P0304, P0300",19.34,Track burnt due to EOS,Customer Failure,Bosch,30774
Honda,2025,2025-01-07,QC-2025-019072,Engine stalling,,12.98,NTF,According to Specification,Bosch,22459
TATA,2023,2023-08-25,QC-2023-019073,OBD Light ON,P0131,12.78,Sensor short due to moisture,Customer Failure,Hanon,56083
Kia,2021,2021-12-02,QC-2021-019074,High fuel consumption,,12.81,NTF,According to Specification,Bosch,21891
Hyundai,2020,2020-01-26,QC-2020-019075,Starting Problem,U0155,10.25,controller failure due to supplier production failure,Production Failure,Bosch,19382
Kia,2025,2025-02-26,QC-2025-019076,Vehicle not starting,"P0617, P0300, P0616",18.89,Track burnt due to EOS,Customer Failure,Bosch,75975
TATA,2023,2023-07-27,QC-2023-019077,OBD Light ON,P0098,12.88,Sensor short due to moisture,Customer Failure,Bosch,85001
Ashok Leyland,2024,2024-08-10,QC-2024-019078,ABS warning light ON,C0051,13.46,Connector damage,Production Failure,STM,175183
Kia,2024,2024-06-01,QC-2024-019079,Vehicle not starting,"P1682, P0617, P0616",15.98,Track burnt due to EOS,Customer Failure,Valeo,101605
Kia,2020,2020-09-06,QC-2020-019080,Engine stalling,,13.15,NTF,According to Specification,Bosch,47684
Kia,2025,2025-10-01,QC-2025-019081,Brake warning light ON,C0265,13.75,Connector damage,Production Failure,Bosch,39646
Toyota,2025,2025-05-26,QC-2025-019082,Transmission jerking,U0002,9.67,controller failure due to supplier production failure,Production Failure,STM,5821
TATA,2025,2025-08-03,QC-2025-019083,Transmission jerking,"U0101, P0692, P0691",17.68,Track burnt due to EOS,Customer Failure,Bosch,55387
Hyundai,2025,2025-05-30,QC-2025-019084,OBD Light ON,C0460,12.58,Connector damage,Production Failure,Delphi,94048
Hyundai,2020,2020-11-20,QC-2020-019085,OBD Light ON,"B1031, C0265",14.17,Connector damage,Customer Failure,Hanon,114911
Hyundai,2024,2024-07-09,QC-2024-019086,Brake warning light ON,"C0265, C0031",12.67,Connector damage,Customer Failure,STM,64012
TATA,2024,2024-11-15,QC-2024-019087,ABS warning light ON,C0031,12.35,Connector damage,Customer Failure,Valeo,31738
Toyota,2022,2022-06-29,QC-2022-019088,Engine overheating,P0196,12.84,Sensor short due to moisture,Production Failure,Valeo,12306
Toyota,2022,2022-11-15,QC-2022-019089,Vehicle not starting,"P0356, P0563",19.46,Track burnt due to EOS,Customer Failure,Bosch,58560
Honda,2022,2022-04-08,QC-2022-019090,Multiple warning lights ON,U0422,9.83,controller failure due to supplier production failure,Production Failure,Delphi,16101
M&M,2025,2025-09-28,QC-2025-019091,OBD Light ON,,13.17,NTF,According to Specification,Bosch,108962
Hyundai,2025,2025-08-15,QC-2025-019092,Battery warning light ON,"P0691, U0155",16.41,Track burnt due to EOS,Customer Failure,Delphi,91710
Kia,2024,2024-09-04,QC-2024-019093,Engine jerking during acceleration,U0100,9.33,controller failure due to supplier production failure,Production Failure,STM,67759
TATA,2023,2023-07-02,QC-2023-019094,ABS warning light ON,"B1031, C0550, C0031",12.98,Connector damage,Production Failure,Delphi,89848
TATA,2024,2024-10-29,QC-2024-019095,ABS warning light ON,"C0031, P0501",12.98,Connector damage,Production Failure,Bosch,60261
Toyota,2024,2024-12-14,QC-2024-019096,OBD Light ON,,12.93,NTF,According to Specification,Bosch,30040
M&M,2023,2023-04-23,QC-2023-019097,Transmission jerking,U0131,10.58,controller failure due to supplier production failure,Production Failure,Bosch,5962
Hyundai,2023,2023-08-02,QC-2023-019098,OBD Light ON,P0328,12.59,NTF,According to Specification,Bosch,3789
Kia,2023,2023-09-15,QC-2023-019099,Engine jerking during acceleration,"P0352, U0100, U0155, P0691, P0620, P0351",17.11,Track burnt due to EOS,Customer Failure,Delphi,45458
Kia,2022,2022-02-09,QC-2022-019100,OBD Light ON,,12.95,NTF,According to Specification,Delphi,29048
Ashok Leyland,2025,2025-12-26,QC-2025-019101,Rough idling,,12.57,NTF,According to Specification,Valeo,32327
Hyundai,2022,2022-08-11,QC-2022-019102,OBD Light ON,C0051,12.8,Connector damage,Production Failure,Valeo,62238
Toyota,2022,2022-08-20,QC-2022-019103,Engine overheating,"P0353, P0694, P0691, P0692, P0171",18.51,Track burnt due to EOS,Customer Failure,Bosch,83104
M&M,2025,2025-09-17,QC-2025-019104,Engine stalling,P0197,12.56,Sensor short due to moisture,Customer Failure,Valeo,75736
Toyota,2023,2023-05-27,QC-2023-019105,Vehicle not starting,"U0140, U0121",9.4,controller failure due to supplier production failure,Production Failure,Delphi,23851
Hyundai,2023,2023-04-08,QC-2023-019106,Engine stalling,,13.25,NTF,Customer Failure,Delphi,118641
Ashok Leyland,2025,2025-02-22,QC-2025-019107,ABS warning light ON,C0031,13.58,Connector damage,Production Failure,Valeo,110226
Hyundai,2024,2024-05-09,QC-2024-019108,High fuel consumption,,13.63,NTF,According to Specification,Bosch,25957
Honda,2025,2025-12-28,QC-2025-019109,Engine overheating,,12.78,NTF,According to Specification,STM,20754
Kia,2024,2024-04-04,QC-2024-019110,Rough idling,"P0354, P0481, P0693",16.84,Track burnt due to EOS,Customer Failure,Valeo,41834
