Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Toyota,2024,2024-02-24,QC-2024-001815,Starting Problem,"P0604, P0611",15.96,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,71108
M&M,2020,2020-10-30,QC-2020-001816,Engine overheating,"P0480, U0100, U0001",17.22,Track burnt due to EOS,Customer Failure,STM,31229
Ashok Leyland,2024,2024-05-01,QC-2024-001817,Battery warning light ON,"C0045, C0031",13.03,Connector damage,Production Failure,Hanon,89160
TATA,2022,2022-01-12,QC-2022-001818,Engine stalling,,13.86,NTF,According to Specification,Valeo,35853
Kia,2021,2021-12-25,QC-2021-001819,Transmission jerking,U0100,10.31,controller failure due to supplier production failure,Production Failure,Valeo,500
Kia,2019,2019-07-03,QC-2019-001820,Multiple warning lights ON,U0100,11.32,controller failure due to supplier production failure,Production Failure,Delphi,21343
Honda,2021,2021-01-08,QC-2021-001821,Multiple warning lights ON,B1045,13.23,Connector damage,Production Failure,STM,15000
Hyundai,2023,2023-02-06,QC-2023-001822,High fuel consumption,,12.77,NTF,According to Specification,STM,58960
TATA,2023,2023-11-01,QC-2023-001823,Engine stalling,P0197,12.75,Sensor short due to moisture,Customer Failure,Valeo,2000
Toyota,2023,2023-06-12,QC-2023-001824,Multiple warning lights ON,U0073,10.06,controller failure due to supplier production failure,Production Failure,Valeo,7358
Honda,2023,2023-08-30,QC-2023-001825,Rough idling,P0196,13.03,Sensor short due to moisture,Customer Failure,Delphi,58245
TATA,2024,2024-12-16,QC-2024-001826,ABS warning light ON,"C0051, P0340",12.85,Connector damage,Production Failure,Bosch,94709
Hyundai,2022,2022-05-27,QC-2022-001827,Rough idling,,12.83,NTF,According to Specification,Hanon,44222
Honda,2024,2024-01-04,QC-2024-001828,ABS warning light ON,"C0031, C0550",13.99,Connector damage,Production Failure,Delphi,44019
M&M,2024,2024-08-05,QC-2024-001829,Rough idling,,13.01,NTF,According to Specification,STM,70852
Kia,2020,2020-05-15,QC-2020-001830,Low pickup,,13.65,NTF,According to Specification,Valeo,64485
M&M,2022,2022-11-07,QC-2022-001831,Multiple warning lights ON,U0103,10.3,controller failure due to supplier production failure,Production Failure,Bosch,24596
M&M,2020,2020-11-02,QC-2020-001832,ABS warning light ON,C0045,12.5,Connector damage,Production Failure,Valeo,68556
Honda,2020,2020-08-08,QC-2020-001833,Rough idling,,13.59,NTF,According to Specification,Delphi,71386
Hyundai,2022,2022-08-02,QC-2022-001834,High fuel consumption,P0196,12.42,Sensor short due to moisture,Customer Failure,STM,55938
M&M,2023,2023-01-30,QC-2023-001835,Multiple warning lights ON,"U0140, U0073",10.23,controller failure due to supplier production failure,Production Failure,Bosch,40700
M&M,2020,2020-08-22,QC-2020-001836,Engine overheating,,12.52,NTF,According to Specification,STM,99071
Ashok Leyland,2023,2023-06-18,QC-2023-001837,Low pickup,,12.5,NTF,According to Specification,Bosch,38607
TATA,2024,2024-11-07,QC-2024-001838,Vehicle not starting,"P0301, U0155",17.53,Track burnt due to EOS,Customer Failure,Bosch,64230
TATA,2024,2024-11-12,QC-2024-001839,OBD Light ON,"B1234, B1045",13.6,Connector damage,Customer Failure,Hanon,47205
Kia,2020,2020-03-08,QC-2020-001840,Rough idling,P0340,13.27,NTF,According to Specification,STM,20108
Ashok Leyland,2024,2024-02-22,QC-2024-001841,High fuel consumption,P0054,13.3,Sensor short due to moisture,Customer Failure,STM,50093
Hyundai,2022,2022-12-23,QC-2022-001842,Brake warning light ON,"B1045, P0340",12.88,Connector damage,Production Failure,Bosch,63298
Kia,2021,2021-11-20,QC-2021-001843,Multiple warning lights ON,P0606,15.65,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,56298
Ashok Leyland,2023,2023-11-27,QC-2023-001844,Battery warning light ON,P0610,15.78,ASIC CJ327 failure due to EOS,Customer Failure,STM,42328
M&M,2024,2024-02-29,QC-2024-001845,Multiple warning lights ON,"U0184, U0103",10.23,controller failure due to supplier production failure,Production Failure,Valeo,13666
M&M,2023,2023-04-10,QC-2023-001846,Engine overheating,,12.65,NTF,According to Specification,Bosch,52188
Toyota,2023,2023-09-28,QC-2023-001847,Multiple warning lights ON,U0131,10.37,controller failure due to supplier production failure,Production Failure,Bosch,20860
Kia,2021,2021-05-30,QC-2021-001848,Engine overheating,"P0480, U0001",20.0,Track burnt due to EOS,Customer Failure,Hanon,11520
Honda,2023,2023-04-28,QC-2023-001849,OBD Light ON,,13.54,NTF,According to Specification,Delphi,120512
Hyundai,2022,2022-10-21,QC-2022-001850,Rough idling,P0325,13.35,NTF,According to Specification,Bosch,82883
TATA,2023,2023-06-23,QC-2023-001851,Rough idling,P0196,12.87,Sensor short due to moisture,Customer Failure,STM,98671
Honda,2023,2023-10-29,QC-2023-001852,Multiple warning lights ON,"P0482, U0100, P0620",17.39,Track burnt due to EOS,Customer Failure,Bosch,18208
M&M,2021,2021-05-29,QC-2021-001853,Rough idling,P0607,15.26,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,39180
Kia,2024,2024-09-29,QC-2024-001854,Multiple warning lights ON,"U0131, U0184",11.14,controller failure due to supplier production failure,Production Failure,Valeo,7001
Ashok Leyland,2024,2024-02-21,QC-2024-001855,Engine stalling,,13.59,NTF,According to Specification,Delphi,10476
Kia,2023,2023-02-27,QC-2023-001856,High fuel consumption,,13.48,NTF,According to Specification,STM,67557
Honda,2021,2021-05-31,QC-2021-001857,Multiple warning lights ON,"P0481, P0482",18.79,Track burnt due to EOS,Customer Failure,STM,70526
Toyota,2019,2019-01-27,QC-2019-001858,Brake warning light ON,C0265,12.96,Connector damage,Customer Failure,Bosch,108848
M&M,2023,2023-05-20,QC-2023-001859,Battery warning light ON,P0602,15.36,ASIC CJ327 failure due to EOS,Production Failure,STM,64356
TATA,2022,2022-04-23,QC-2022-001860,ABS warning light ON,C0051,12.99,Connector damage,Production Failure,Valeo,104794
M&M,2021,2021-05-21,QC-2021-001861,Engine overheating,"U0001, P0301, P0562, P0480",18.45,Track burnt due to EOS,Customer Failure,Delphi,118937
Honda,2024,2024-01-28,QC-2024-001862,Vehicle not starting,"P0615, P0480, U0155",19.12,Track burnt due to EOS,Customer Failure,Delphi,5599
M&M,2024,2024-12-22,QC-2024-001863,Multiple warning lights ON,P0602,14.68,ASIC CJ327 failure due to EOS,Production Failure,Delphi,81713
TATA,2024,2024-06-05,QC-2024-001864,Battery warning light ON,P0563,14.48,ASIC CJ327 failure due to EOS,Production Failure,Delphi,83392
Honda,2024,2024-07-16,QC-2024-001865,OBD Light ON,,12.94,NTF,According to Specification,Delphi,83539
TATA,2023,2023-07-23,QC-2023-001866,Multiple warning lights ON,"B1031, P0325",13.04,Connector damage,Customer Failure,Valeo,56369
Toyota,2021,2021-05-09,QC-2021-001867,Multiple warning lights ON,U0101,9.85,controller failure due to supplier production failure,Production Failure,STM,5590
M&M,2024,2024-09-27,QC-2024-001868,Multiple warning lights ON,U0122,11.45,controller failure due to supplier production failure,Production Failure,Valeo,41066
Ashok Leyland,2024,2024-12-11,QC-2024-001869,Low pickup,,13.25,NTF,According to Specification,STM,65150
Kia,2021,2021-12-04,QC-2021-001870,Rough idling,"P0072, P0073",12.86,Sensor short due to moisture,Customer Failure,Valeo,120510
Kia,2020,2020-07-30,QC-2020-001871,Battery warning light ON,P0562,15.08,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,56231
Honda,2024,2024-07-30,QC-2024-001872,Engine stalling,"P0131, P0073",13.32,Sensor short due to moisture,Customer Failure,Valeo,23549
Ashok Leyland,2020,2020-12-25,QC-2020-001873,Starting Problem,,12.9,NTF,According to Specification,Delphi,102188
Ashok Leyland,2024,2024-02-17,QC-2024-001874,Multiple warning lights ON,U0073,11.5,controller failure due to supplier production failure,Production Failure,STM,49668
Honda,2021,2021-11-28,QC-2021-001875,High fuel consumption,,14.17,NTF,According to Specification,Delphi,36929
Toyota,2020,2020-01-01,QC-2020-001876,OBD Light ON,P0456,13.11,NTF,According to Specification,Bosch,70127
M&M,2024,2024-04-08,QC-2024-001877,Battery warning light ON,P0601,16.0,ASIC CJ327 failure due to EOS,Production Failure,STM,93436
Kia,2020,2020-12-21,QC-2020-001878,Starting Problem,P0605,14.64,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,66891
TATA,2021,2021-04-08,QC-2021-001879,Multiple warning lights ON,P0605,15.62,ASIC CJ327 failure due to EOS,Production Failure,Delphi,5000
Kia,2022,2022-01-08,QC-2022-001880,High fuel consumption,P0171,12.9,NTF,According to Specification,Hanon,500
M&M,2022,2022-03-01,QC-2022-001881,High fuel consumption,,13.62,NTF,According to Specification,Bosch,30248
Toyota,2024,2024-12-03,QC-2024-001882,Multiple warning lights ON,"P0610, P0602",15.29,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,34426
Kia,2019,2019-02-11,QC-2019-001883,Rough idling,P0325,13.65,NTF,According to Specification,Bosch,72803
TATA,2021,2021-05-16,QC-2021-001884,Vehicle not starting,"P0302, P0482",16.92,Track burnt due to EOS,Customer Failure,STM,70377
TATA,2023,2023-04-25,QC-2023-001885,Engine stalling,,12.88,NTF,According to Specification,Valeo,500
TATA,2019,2019-11-10,QC-2019-001886,Starting Problem,,13.73,NTF,According to Specification,Bosch,88365
Honda,2023,2023-04-30,QC-2023-001887,Rough idling,P0196,12.54,Sensor short due to moisture,Customer Failure,Hanon,68532
Honda,2024,2024-12-20,QC-2024-001888,Multiple warning lights ON,"U0001, P0481",18.04,Track burnt due to EOS,Customer Failure,Bosch,61044
TATA,2024,2024-05-14,QC-2024-001889,Starting Problem,"P0482, P0620, U0155, P0480",19.35,Track burnt due to EOS,Customer Failure,STM,36752
Kia,2023,2023-09-24,QC-2023-001890,Engine stalling,P0054,13.12,Sensor short due to moisture,Customer Failure,Delphi,75959
Hyundai,2019,2019-12-23,QC-2019-001891,ABS warning light ON,C0045,13.07,Connector damage,Production Failure,STM,148591
TATA,2023,2023-06-16,QC-2023-001892,Engine jerking during acceleration,"P0301, P0303",18.25,Track burnt due to EOS,Customer Failure,Valeo,74564
Ashok Leyland,2022,2022-03-05,QC-2022-001893,Low pickup,P0608,14.77,ASIC CJ327 failure due to EOS,Production Failure,STM,68902
TATA,2024,2024-08-04,QC-2024-001894,Engine overheating,,13.19,NTF,According to Specification,Delphi,41990
Honda,2023,2023-08-17,QC-2023-001895,Starting Problem,"C0460, P0325",13.7,Connector damage,Production Failure,Bosch,71492
Honda,2022,2022-03-29,QC-2022-001896,High fuel consumption,P0171,13.26,NTF,According to Specification,Hanon,84222
Hyundai,2022,2022-12-29,QC-2022-001897,Starting Problem,,13.48,NTF,According to Specification,Delphi,111186
Kia,2022,2022-04-09,QC-2022-001898,ABS warning light ON,"B1045, B3055",14.21,Connector damage,Production Failure,Delphi,86203
Honda,2023,2023-05-02,QC-2023-001899,ABS warning light ON,C0036,13.79,Connector damage,Customer Failure,Hanon,133947
Ashok Leyland,2022,2022-04-14,QC-2022-001900,OBD Light ON,,12.74,NTF,According to Specification,Bosch,68186
Toyota,2022,2022-09-01,QC-2022-001901,Vehicle not starting,"P0302, P1682, P0481, P0303",19.24,Track burnt due to EOS,Customer Failure,Valeo,117830
Honda,2023,2023-12-17,QC-2023-001902,OBD Light ON,P0174,13.23,NTF,According to Specification,Bosch,21730
Ashok Leyland,2023,2023-05-09,QC-2023-001903,Multiple warning lights ON,P0601,16.0,ASIC CJ327 failure due to EOS,Customer Failure,STM,85994
Honda,2020,2020-05-13,QC-2020-001904,Multiple warning lights ON,U0164,10.87,controller failure due to supplier production failure,Production Failure,Delphi,12690
Hyundai,2023,2023-01-19,QC-2023-001905,Multiple warning lights ON,"U0001, P0615, U0101, P0481",16.1,Track burnt due to EOS,Customer Failure,Bosch,101294
Honda,2023,2023-08-08,QC-2023-001906,Engine overheating,"P0482, P0563",16.73,Track burnt due to EOS,Customer Failure,Delphi,41507
Toyota,2024,2024-12-29,QC-2024-001907,Low pickup,,14.32,NTF,According to Specification,Delphi,44119
Ashok Leyland,2020,2020-03-18,QC-2020-001908,Engine overheating,"P0481, P0482, U0101, P0620, U0001",18.33,Track burnt due to EOS,Customer Failure,Delphi,91417
Toyota,2022,2022-10-21,QC-2022-001909,Engine stalling,,13.57,NTF,According to Specification,Delphi,500
Toyota,2024,2024-07-21,QC-2024-001910,Starting Problem,B1045,12.78,Connector damage,Production Failure,Bosch,46851
Kia,2024,2024-04-28,QC-2024-001911,Low pickup,,13.02,NTF,According to Specification,Delphi,109909
M&M,2022,2022-09-29,QC-2022-001912,Starting Problem,,13.13,NTF,According to Specification,Valeo,16337
Hyundai,2019,2019-05-04,QC-2019-001913,Engine stalling,P0038,13.34,Sensor short due to moisture,Customer Failure,Bosch,66445
Honda,2024,2024-11-22,QC-2024-001914,Brake warning light ON,B1045,13.42,Connector damage,Customer Failure,Delphi,91563
Hyundai,2024,2024-08-14,QC-2024-001915,OBD Light ON,,12.57,NTF,According to Specification,Bosch,103060
Kia,2019,2019-10-06,QC-2019-001916,High fuel consumption,"P0135, P0069",12.03,Sensor short due to moisture,Customer Failure,Hanon,140462
TATA,2024,2024-01-30,QC-2024-001917,Low pickup,P0430,13.85,NTF,According to Specification,Valeo,68474
Hyundai,2024,2024-02-06,QC-2024-001918,ABS warning light ON,U0121,9.62,controller failure due to supplier production failure,Production Failure,Delphi,4943
Kia,2024,2024-12-25,QC-2024-001919,Multiple warning lights ON,U0184,9.58,controller failure due to supplier production failure,Production Failure,Bosch,50013
Toyota,2021,2021-08-30,QC-2021-001920,Multiple warning lights ON,U0101,10.51,controller failure due to supplier production failure,Production Failure,Bosch,38320
Toyota,2024,2024-02-12,QC-2024-001921,Starting Problem,"B1045, C0051",13.9,Connector damage,Production Failure,Valeo,48594
Hyundai,2022,2022-12-31,QC-2022-001922,Brake warning light ON,C0265,12.64,Connector damage,Production Failure,Bosch,122578
Ashok Leyland,2020,2020-04-30,QC-2020-001923,High fuel consumption,P0455,14.09,NTF,According to Specification,STM,500
M&M,2022,2022-04-25,QC-2022-001924,Multiple warning lights ON,P0602,14.2,ASIC CJ327 failure due to EOS,Production Failure,STM,79640
TATA,2022,2022-01-14,QC-2022-001925,ABS warning light ON,B3055,12.5,Connector damage,Production Failure,Hanon,78700
Hyundai,2023,2023-03-12,QC-2023-001926,Multiple warning lights ON,"U0001, P0480, P0301, P0615, P0303",19.6,Track burnt due to EOS,Customer Failure,STM,57901
M&M,2022,2022-08-09,QC-2022-001927,Engine overheating,,12.69,NTF,According to Specification,Bosch,500
Ashok Leyland,2024,2024-03-29,QC-2024-001928,Low pickup,,13.4,NTF,According to Specification,Valeo,79771
TATA,2024,2024-06-06,QC-2024-001929,OBD Light ON,P0340,12.71,NTF,According to Specification,Bosch,21784
M&M,2022,2022-12-18,QC-2022-001930,Low pickup,P0608,14.64,ASIC CJ327 failure due to EOS,Production Failure,Delphi,58384
Hyundai,2024,2024-07-18,QC-2024-001931,High fuel consumption,P0300,12.6,NTF,According to Specification,Hanon,113640
Honda,2023,2023-06-10,QC-2023-001932,Engine overheating,"P0073, P0196",12.96,Sensor short due to moisture,Customer Failure,Bosch,116584
Toyota,2023,2023-10-08,QC-2023-001933,Battery warning light ON,"P0562, P0482, P0300, P0301, P0481",18.62,Track burnt due to EOS,Customer Failure,Bosch,56837
Ashok Leyland,2021,2021-06-08,QC-2021-001934,Rough idling,P0113,13.26,Sensor short due to moisture,Customer Failure,Valeo,63829
Hyundai,2020,2020-12-20,QC-2020-001935,Rough idling,P0340,13.78,NTF,According to Specification,Valeo,54232
M&M,2023,2023-01-02,QC-2023-001936,OBD Light ON,,13.35,NTF,According to Specification,Valeo,146448
Ashok Leyland,2024,2024-10-01,QC-2024-001937,Multiple warning lights ON,P0601,14.73,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,36071
Kia,2022,2022-10-15,QC-2022-001938,Engine overheating,"P0482, P0562, P0563",18.79,Track burnt due to EOS,Customer Failure,Delphi,131475
Toyota,2022,2022-03-15,QC-2022-001939,Battery warning light ON,P0563,15.63,ASIC CJ327 failure due to EOS,Customer Failure,STM,63279
Kia,2021,2021-11-08,QC-2021-001940,Multiple warning lights ON,U0184,10.74,controller failure due to supplier production failure,Production Failure,Delphi,41343
Ashok Leyland,2023,2023-02-15,QC-2023-001941,Multiple warning lights ON,P0606,15.46,ASIC CJ327 failure due to EOS,Production Failure,STM,92852
Ashok Leyland,2021,2021-05-21,QC-2021-001942,Multiple warning lights ON,"P0610, P0607",15.16,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,43273
Ashok Leyland,2021,2021-06-08,QC-2021-001943,Battery warning light ON,P0562,15.39,ASIC CJ327 failure due to EOS,Production Failure,STM,77739
M&M,2023,2023-11-22,QC-2023-001944,Vehicle not starting,"P1682, P0620, U0101, P0304",17.66,Track burnt due to EOS,Customer Failure,Valeo,127565
M&M,2024,2024-05-25,QC-2024-001945,Battery warning light ON,"P0620, P0481, P0562",17.33,Track burnt due to EOS,Customer Failure,STM,100779
Honda,2019,2019-01-22,QC-2019-001946,Multiple warning lights ON,B3055,12.5,Connector damage,Production Failure,Bosch,102098
M&M,2024,2024-12-14,QC-2024-001947,Engine stalling,,12.6,NTF,According to Specification,Delphi,84245
Hyundai,2024,2024-11-21,QC-2024-001948,Engine stalling,"P0118, P0072",13.5,Sensor short due to moisture,Customer Failure,Bosch,2000
Toyota,2022,2022-07-31,QC-2022-001949,High fuel consumption,P0605,15.15,ASIC CJ327 failure due to EOS,Production Failure,Delphi,27853
Kia,2021,2021-01-23,QC-2021-001950,Multiple warning lights ON,"P0480, P0563",16.77,Track burnt due to EOS,Customer Failure,STM,107744
Toyota,2022,2022-04-27,QC-2022-001951,Rough idling,"P0300, P1682",18.72,Track burnt due to EOS,Customer Failure,Delphi,56021
Hyundai,2021,2021-12-02,QC-2021-001952,Low pickup,,13.81,NTF,According to Specification,Delphi,500
Toyota,2021,2021-09-22,QC-2021-001953,Engine overheating,"P0480, U0100, U0001, P0304",18.55,Track burnt due to EOS,Customer Failure,Bosch,107344
M&M,2019,2019-09-04,QC-2019-001954,OBD Light ON,P0455,13.54,NTF,According to Specification,Bosch,98267
Hyundai,2021,2021-06-01,QC-2021-001955,Multiple warning lights ON,U0103,10.0,controller failure due to supplier production failure,Production Failure,Bosch,25464
Toyota,2024,2024-08-02,QC-2024-001956,Engine stalling,P0054,11.7,Sensor short due to moisture,Customer Failure,Delphi,53348
Ashok Leyland,2022,2022-12-12,QC-2022-001957,High fuel consumption,P0196,12.61,Sensor short due to moisture,Customer Failure,STM,123279
Ashok Leyland,2024,2024-05-06,QC-2024-001958,Multiple warning lights ON,U0131,10.86,controller failure due to supplier production failure,Production Failure,Bosch,26118
Ashok Leyland,2023,2023-10-29,QC-2023-001959,OBD Light ON,P0197,12.37,Sensor short due to moisture,Customer Failure,Valeo,125005
